x	y	z
-6.630734002655143	10.363212541015299	0.0
-6.626345384337026	10.384321100461817	0.0
-6.62195676601891	10.405429659908332	0.0
-6.617568147700793	10.42653821935485	0.0
-6.613179529382676	10.447646778801367	0.0
-6.60879091106456	10.468755338247885	0.0
-6.6044022927464425	10.489863897694402	0.0
-6.600013674428325	10.51097245714092	0.0
-6.595625056110209	10.532081016587437	0.0
-6.591236437792093	10.553189576033954	0.0
-6.586847819473976	10.574298135480472	0.0
-6.58245920115586	10.595406694926988	0.0
-6.578070582837744	10.616515254373505	0.0
-6.573681964519627	10.637623813820023	0.0
-6.56929334620151	10.658732373266538	0.0
-6.564904727883393	10.679840932713056	0.0
-6.560516109565277	10.700949492159573	0.0
-6.55612749124716	10.72205805160609	0.0
-6.551738872929043	10.743166611052608	0.0
-6.547350254610927	10.764275170499124	0.0
-6.5429616362928105	10.785383729945641	0.0
-6.538573017974693	10.806492289392159	0.0
-6.534184399656577	10.827600848838676	0.0
-6.529795781338461	10.848709408285192	0.0
-6.525407163020344	10.86981796773171	0.0
-6.521018544702227	10.890926527178227	0.0
-6.516629926384111	10.912035086624744	0.0
-6.512241308065993	10.933143646071262	0.0
-6.507852689747877	10.95425220551778	0.0
-6.503464071429761	10.975360764964295	0.0
-6.499075453111644	10.996469324410812	0.0
-6.494686834793527	11.01757788385733	0.0
-6.487993559978961	11.0381717040165	0.0
-6.479272612301192	11.058312648492816	0.0
-6.470551664623422	11.078453592969131	0.0
-6.461830716945652	11.098594537445447	0.0
-6.453109769267882	11.118735481921762	0.0
-6.444388821590111	11.138876426398078	0.0
-6.435667873912341	11.159017370874395	0.0
-6.426946926234571	11.179158315350708	0.0
-6.418225978556801	11.199299259827026	0.0
-6.409505030879031	11.21944020430334	0.0
-6.400570380938314	11.239478971059114	0.0
-6.391562027776524	11.25948249800497	0.0
-6.382553674614733	11.279486024950824	0.0
-6.373545321452942	11.299489551896679	0.0
-6.364536968291151	11.319493078842534	0.0
-6.355528615129361	11.339496605788387	0.0
-6.34652026196757	11.359500132734244	0.0
-6.337511908805779	11.379503659680097	0.0
-6.328503555643989	11.399507186625952	0.0
-6.319495202482198	11.419510713571807	0.0
-6.310486849320408	11.439514240517662	0.0
-6.301478496158617	11.459517767463517	0.0
-6.292470142996826	11.479521294409372	0.0
-6.283461789835035	11.499524821355227	0.0
-6.274453436673245	11.51952834830108	0.0
-6.265445083511454	11.539531875246935	0.0
-6.256436730349663	11.55953540219279	0.0
-6.247428377187872	11.579538929138645	0.0
-6.238420024026082	11.5995424560845	0.0
-6.22939126369081	11.61953549106157	0.0
-6.220195090039796	11.6394424535953	0.0
-6.210998916388782	11.659349416129032	0.0
-6.201802742737766	11.679256378662764	0.0
-6.192606569086753	11.699163341196495	0.0
-6.183410395435739	11.719070303730227	0.0
-6.174214221784723	11.738977266263959	0.0
-6.165018048133709	11.758884228797692	0.0
-6.155821874482696	11.778791191331425	0.0
-6.14662570083168	11.798698153865157	0.0
-6.137429527180666	11.818605116398889	0.0
-6.128233353529652	11.83851207893262	0.0
-6.119037179878637	11.858419041466352	0.0
-6.109841006227622	11.878326004000083	0.0
-6.100644832576608	11.898232966533817	0.0
-6.091448658925594	11.918139929067548	0.0
-6.082252485274579	11.93804689160128	0.0
-6.073056311623564	11.957953854135013	0.0
-6.063860137972551	11.977860816668745	0.0
-6.054650782889113	11.997760613687024	0.0
-6.045269062518233	12.017566711774057	0.0
-6.035887342147352	12.03737280986109	0.0
-6.026505621776473	12.05717890794812	0.0
-6.0171239014055935	12.076985006035153	0.0
-6.007742181034713	12.096791104122186	0.0
-5.998360460663833	12.116597202209217	0.0
-5.9889787402929535	12.13640330029625	0.0
-5.979597019922074	12.156209398383282	0.0
-5.970215299551194	12.176015496470313	0.0
-5.960833579180314	12.195821594557346	0.0
-5.951451858809434	12.215627692644379	0.0
-5.942070138438555	12.23543379073141	0.0
-5.932688418067674	12.25523988881844	0.0
-5.923306697696795	12.275045986905475	0.0
-5.913924977325916	12.294852084992506	0.0
-5.904543256955035	12.314658183079539	0.0
-5.895161536584155	12.334464281166571	0.0
-5.885779816213275	12.354270379253602	0.0
-5.87628947692159	12.374014148581502	0.0
-5.866724582030143	12.393715135694436	0.0
